97.184	-9.634	0.206	1.780
97.291	-9.808	0.202	1.681
97.397	-9.985	0.198	1.580
97.509	-10.175	0.194	1.473
97.625	-10.376	0.189	1.362
97.744	-10.586	0.185	1.246
97.845	-10.776	0.181	1.142
97.949	-10.966	0.177	1.040
98.069	-11.145	0.173	0.945
98.170	-11.311	0.170	0.857
98.276	-11.456	0.167	0.781
98.393	-11.616	0.164	0.697
98.497	-11.754	0.162	0.626
98.603	-11.888	0.159	0.557
98.708	-12.016	0.157	0.491
98.814	-12.138	0.155	0.429
98.920	-12.257	0.152	0.369
99.023	-12.359	0.151	0.318
99.138	-12.467	0.149	0.263
99.245	-12.562	0.147	0.216
99.354	-12.647	0.146	0.174
99.458	-12.724	0.144	0.135
99.574	-12.799	0.143	0.098
99.677	-12.860	0.142	0.069
99.783	-12.916	0.141	0.041
99.903	-12.967	0.140	0.016
100.013	-12.993	0.140	0.004
100.122	-12.961	0.141	0.019
100.239	-12.936	0.141	0.031
100.348	-12.922	0.141	0.038
100.456	-12.915	0.141	0.041
100.570	-12.917	0.141	0.041
100.689	-12.929	0.141	0.035
100.792	-12.947	0.141	0.026
100.913	-12.975	0.140	0.012
